date,temperature
2023-04-03,18.59135661911887
2023-04-04,19.333472862654798
2023-04-05,19.194955302389605
2023-04-06,17.039559121277463
2023-04-07,20.54329366513613
2023-04-08,20.454679037033923
2023-04-09,19.92136755321947
2023-04-10,19.417601635573114
2023-04-11,17.02874001553748
2023-04-12,18.987974874269103
2023-04-13,19.11070788340136
2023-04-14,18.155550967880444
2023-04-15,19.398610542958597
2023-04-16,20.487479543869718
2023-04-17,23.40707728806255
2023-04-18,19.93633379553664
2023-04-19,20.051910747749986
2023-04-20,19.33472396858938
2023-04-21,15.590069003306125
2023-04-22,19.31578571205588
2023-04-23,19.427699730261846
2023-04-24,24.169391446901507
2023-04-25,18.79111433103169
2023-04-26,19.709140985609388
2023-04-27,18.96413448383636
2023-04-28,16.621036832110025
2023-04-29,21.16621885532497
2023-04-30,20.303988105108903
2023-05-01,20.29912708117931
2023-05-02,16.812646370909636
2023-05-03,21.348810319370465
2023-05-04,15.648788447946071
2023-05-05,19.53296898178691
2023-05-06,22.64445323885905
2023-05-07,16.18430786419778
2023-05-08,16.932204004003903
2023-05-09,18.161131368001442
2023-05-10,16.84954724255475
2023-05-11,14.647513551538143
2023-05-12,17.776012077517485
2023-05-13,15.402060847867874
2023-05-14,18.359404969756323
2023-05-15,15.456727072397268
2023-05-16,20.2766379467947
2023-05-17,15.489329516399305
2023-05-18,16.288689236458424
2023-05-19,18.4347685295095
2023-05-20,14.218910009267425
2023-05-21,17.00648344129911
2023-05-22,19.034832640930492
2023-05-23,13.072661676835889
2023-05-24,16.522113716697888
2023-05-25,16.53600622074607
2023-05-26,17.441498266479353
2023-05-27,13.26382125728708
2023-05-28,12.954979397933212
2023-05-29,16.496287516640304
2023-05-30,15.901269828085704
2023-05-31,15.661609610850281
2023-06-01,15.705314553451709
2023-06-02,13.50267762792992
2023-06-03,15.176102471060645
2023-06-04,15.14521188168195
2023-06-05,12.976485007452215
2023-06-06,17.981552421985054
2023-06-07,15.04122542997979
2023-06-08,11.55329577215937
2023-06-09,15.09018686930731
2023-06-10,11.667773966843034
2023-06-11,15.03029233419224
2023-06-12,15.611275980260112
2023-06-13,11.489705772654847
2023-06-14,14.893880451223552
2023-06-15,13.627868605865155
2023-06-16,14.28077524726905
2023-06-17,16.26380777011725
2023-06-18,11.812280470300381
2023-06-19,10.627736825682982
2023-06-20,10.187700038684717
2023-06-21,10.166045287324746
2023-06-22,11.473866710556964
2023-06-23,12.14029591883204
2023-06-24,11.840863373185853
2023-06-25,12.770956569288998
2023-06-26,10.971371281927805
2023-06-27,13.680932946649264
2023-06-28,10.072819107182017
2023-06-29,15.870560663224543
2023-06-30,11.509519097801343
2023-07-01,8.371754856054322
2023-07-02,7.772145034990896
2023-07-03,10.706760428215047
2023-07-04,9.122852099302994
2023-07-05,10.825868214526256
2023-07-06,10.172610456812459
2023-07-07,8.90897467651426
2023-07-08,7.189822492646246
2023-07-09,5.682823776102464
2023-07-10,7.648978126667213
2023-07-11,10.08472745926178
2023-07-12,8.630521631004786
2023-07-13,5.541793544640261
2023-07-14,8.211152697304405
2023-07-15,8.467578057151554
2023-07-16,5.762063322788381
2023-07-17,7.670795284610984
2023-07-18,7.314110684899839
2023-07-19,4.746931211603853
2023-07-20,7.584504311338299
2023-07-21,7.827484230491167
2023-07-22,8.70997935964322
2023-07-23,8.490466796772132
2023-07-24,3.467581612046171
2023-07-25,4.18844715360509
2023-07-26,6.936510946261109
2023-07-27,6.7775685021288785
2023-07-28,6.624907529107144
2023-07-29,13.14639604622485
2023-07-30,6.430185944647695
2023-07-31,7.408404209274296
2023-08-01,6.895585392528649
2023-08-02,6.14215859245307
2023-08-03,4.062161029099977
2023-08-04,6.065534055580027
2023-08-05,2.858456946823094
2023-08-06,3.7886401074767386
2023-08-07,3.1514203814170596
2023-08-08,4.147507646523418
2023-08-09,8.47647113371374
2023-08-10,-0.022158531141840854
2023-08-11,4.951973248383391
2023-08-12,0.22300468552984576
2023-08-13,2.3754976262858003
2023-08-14,5.370167099164572
2023-08-15,3.1957477693211542
2023-08-16,0.7886743430696135
2023-08-17,1.3926234447204482
2023-08-18,4.063619957004476
2023-08-19,1.127046628079769
2023-08-20,2.9062489038438666
2023-08-21,2.452257551902199
2023-08-22,0.94795889111796
2023-08-23,6.431389627863507
2023-08-24,3.306009406809869
2023-08-25,-2.115084636524661
2023-08-26,2.2075281150796986
2023-08-27,0.41288508322413
2023-08-28,3.3456118754060835
2023-08-29,-0.03753205039603502
2023-08-30,1.227305419567934
2023-08-31,2.3785532774617995
2023-09-01,3.014447201247026
2023-09-02,-1.2007148538469088
2023-09-03,0.45042430202317374
2023-09-04,0.09171647032899943
2023-09-05,-0.34021648839426577
2023-09-06,4.424862179620031
2023-09-07,1.6341271613279766
2023-09-08,-1.764675130601025
2023-09-09,2.5284845837297585
2023-09-10,4.875498931070952
2023-09-11,2.637319087198088
2023-09-12,-2.5223557320297436
2023-09-13,-0.5052781120369577
2023-09-14,2.946644128500282
2023-09-15,-1.050044416879048
2023-09-16,1.2082610260518156
2023-09-17,1.828086140568062
2023-09-18,-1.6139664494798487
2023-09-19,0.0848123714214997
2023-09-20,-6.311800199937967
2023-09-21,-1.9082567823068826
2023-09-22,-0.39191220510972424
2023-09-23,-2.406707003864245
2023-09-24,3.3322541151891274
2023-09-25,-2.8113358669282396
2023-09-26,-0.846677990935668
2023-09-27,0.28230954591826163
2023-09-28,2.893749422281896
2023-09-29,-2.867187109232451
2023-09-30,2.3271609177625407
2023-10-01,0.02055872467727217
2023-10-02,-1.9607023218948099
2023-10-03,0.9317068361297068
2023-10-04,0.413765179591298
2023-10-05,-1.1736834853991447
2023-10-06,0.18041420850824647
2023-10-07,-0.7128062626630406
2023-10-08,0.30481259632317254
2023-10-09,1.4249363981685623
2023-10-10,3.2985392083508405
2023-10-11,-2.320369165174621
2023-10-12,4.453002046596439
2023-10-13,-3.682659014101572
2023-10-14,-0.04457474179537274
2023-10-15,1.4759951944540832
2023-10-16,0.9045843589215149
2023-10-17,-0.8566968783641955
2023-10-18,0.021407233366390277
2023-10-19,-0.49656703226920207
2023-10-20,-0.6346933881598504
2023-10-21,2.3006436146230955
2023-10-22,1.375658683700843
2023-10-23,-0.6612360263132737
2023-10-24,2.589486873700155
2023-10-25,1.4733191598998827
2023-10-26,2.555586109651559
2023-10-27,2.262948987324791
2023-10-28,-0.5778034864396315
2023-10-29,0.038962820172423474
2023-10-30,2.7356701588040906
2023-10-31,2.5461769835709585
2023-11-01,1.3705572293136723
2023-11-02,1.7364838513422862
2023-11-03,4.149145735232067
2023-11-04,0.5051509586702625
2023-11-05,2.8794292293159303
2023-11-06,1.480224105058601
2023-11-07,1.5510267117987897
2023-11-08,4.288097136406606
2023-11-09,3.8478741872682987
2023-11-10,3.932871003161896
2023-11-11,5.027899529523033
2023-11-12,2.572286806299967
2023-11-13,4.00973571295007
2023-11-14,2.143026103853965
2023-11-15,3.5317664821591337
2023-11-16,2.74513062074816
2023-11-17,3.323464257748762
2023-11-18,4.44587786254437
2023-11-19,1.7472124511102651
2023-11-20,7.6984789410211025
2023-11-21,1.6336422280988208
2023-11-22,1.3511552900158552
2023-11-23,6.2314530458488715
2023-11-24,5.636058518318231
2023-11-25,5.4402368995662975
2023-11-26,5.589673455617376
2023-11-27,4.451153322629968
2023-11-28,2.825439541645345
2023-11-29,4.91745304273195
2023-11-30,3.558967138454734
2023-12-01,7.012483965235729
2023-12-02,4.91854683583784
2023-12-03,3.7135028973864648
2023-12-04,4.874934899289907
2023-12-05,6.498106983046932
2023-12-06,4.700614868268881
2023-12-07,4.3406793168074005
2023-12-08,6.63074036054775
2023-12-09,6.7926877133107135
2023-12-10,5.44935242749402
2023-12-11,5.68269439282222
2023-12-12,7.251403257791622
2023-12-13,4.054619070442458
2023-12-14,4.300248122440792
2023-12-15,5.843529982154076
2023-12-16,7.019572745414425
2023-12-17,8.23508747113651
2023-12-18,10.731497303857436
2023-12-19,9.664274247717847
2023-12-20,7.797855841640706
2023-12-21,8.249036142379845
2023-12-22,6.451853064081572
2023-12-23,8.590186006882568
2023-12-24,8.220602273166197
2023-12-25,9.614420146201825
2023-12-26,7.4858901255208865
2023-12-27,10.350668760459138
2023-12-28,12.549281153772613
2023-12-29,9.438263586858827
2023-12-30,10.63128988263953
2023-12-31,11.380287983422232
